PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
39746017,Energy management strategy for methanol hybrid commercial vehicles based on improved dung beetle algorithm optimization.,PLoS One. 2025 Jan 2;20(1):e0313303. doi: 10.1371/journal.pone.0313303. eCollection 2025.,2025 Jan 2;20(1):e0313303,2025,1,
39746016,A GPU-acceleratedfuzzymethod for real-time CT volume filtering.,PLoS One. 2025 Jan 2;20(1):e0316354. doi: 10.1371/journal.pone.0316354. eCollection 2025.,2025 Jan 2;20(1):e0316354,2025,1,
39743185,Active components unveiling and pharmacodynamic research on Valeriana jatamansi jones for ameliorating ulcerative colitis based on pharmacokinetics and network pharmacology.,J Ethnopharmacol. 2025 Feb 11;341:119299. doi: 10.1016/j.jep.2024.119299. Epub 2024 Dec 30.,2025 Feb 11;341:119299,2025,1,
39742761,Evaluating e-waste mitigation strategies based on industry 5.0 enablers: An integrated scenario-based BWM and F-VIKOR approach.,J Environ Manage. 2025 Jan;373:123999. doi: 10.1016/j.jenvman.2024.123999. Epub 2024 Dec 31.,2025 Jan;373:123999,2025,1,
39742129,Designing a Framework for Evaluating the Scientific Productions.,Int J Prev Med. 2024 Dec 23;15:70. doi: 10.4103/ijpvm.ijpvm_162_24. eCollection 2024.,2024 Dec 23;15:70,2024,1,
39741677,Fuzzybackstepping controller for agricultural tractor-trailer vehicles path tracking control with experimental validation.,Front Plant Sci. 2024 Dec 17;15:1513544. doi: 10.3389/fpls.2024.1513544. eCollection 2024.,2024 Dec 17;15:1513544,2024,1,
39740513,MEFA-Net: A mask enhanced feature aggregation network for polyp segmentation.,Comput Biol Med. 2025 Mar;186:109601. doi: 10.1016/j.compbiomed.2024.109601. Epub 2024 Dec 31.,2025 Mar;186:109601,2025,1,
39740446,Deployment of Industry 4.0 technologies to achieve a circular economy in agri-food supply chains: A thorough analysis of enablers.,J Environ Manage. 2025 Jan;373:123856. doi: 10.1016/j.jenvman.2024.123856. Epub 2024 Dec 30.,2025 Jan;373:123856,2025,1,
39739638,Automatic brake Driver Assistance System based on deep learning andfuzzylogic.,PLoS One. 2024 Dec 31;19(12):e0308858. doi: 10.1371/journal.pone.0308858. eCollection 2024.,2024 Dec 31;19(12):e0308858,2024,1,
39739383,Enrollment in Medicare is associated with fewer outpatient mental healthcare visits among those with mental health symptoms.,Health Serv Res. 2025 Apr;60 Suppl 2(Suppl 2):e14423. doi: 10.1111/1475-6773.14423. Epub 2024 Dec 30.,2025 Apr;60 Suppl 2(Suppl 2):e14423,2025,1,
39738771,Maximum power point tracking in fuel cells an AI controller based on metaheuristic optimisation.,Sci Rep. 2024 Dec 30;14(1):31955. doi: 10.1038/s41598-024-83453-w.,2024 Dec 30;14(1):31955,2024,1,
39738753,Precision measurement for effective pollution mitigation by evaluating air quality monitoring systems in linguistic Pythagoreanfuzzydombi environment.,Sci Rep. 2024 Dec 30;14(1):31944. doi: 10.1038/s41598-024-83478-1.,2024 Dec 30;14(1):31944,2024,1,
39738590,A density-based MS disease diagnosis model using the capuchin search algorithm and an ensemble of deep neural networks.,Sci Rep. 2024 Dec 30;14(1):31721. doi: 10.1038/s41598-024-82395-7.,2024 Dec 30;14(1):31721,2024,1,
39738545,Smart control and management for a renewable energy based stand-alone hybrid system.,Sci Rep. 2024 Dec 30;14(1):32039. doi: 10.1038/s41598-024-83826-1.,2024 Dec 30;14(1):32039,2024,1,
39738453,Diversifying configurational paths for athlete data protection.,Sci Rep. 2024 Dec 30;14(1):32053. doi: 10.1038/s41598-024-83792-8.,2024 Dec 30;14(1):32053,2024,1,
39738241,Screening and identification of evaluation indicators of low phosphorus tolerant germplasm in Gleditsia sinensis Lam.,Sci Rep. 2024 Dec 30;14(1):31716. doi: 10.1038/s41598-024-82071-w.,2024 Dec 30;14(1):31716,2024,1,
39738073,Prediction correction modeling of water-conducting fracture zones height due to repeated mining in close distance coal seams.,Sci Rep. 2024 Dec 30;14(1):31611. doi: 10.1038/s41598-024-75346-9.,2024 Dec 30;14(1):31611,2024,1,
39737997,Integrative determination of atomic structure of mutant huntingtin exon 1 fibrils implicated in Huntington disease.,Nat Commun. 2024 Dec 30;15(1):10793. doi: 10.1038/s41467-024-55062-8.,2024 Dec 30;15(1):10793,2024,1,
39736732,A new risk assessment model of venous thromboembolism by consideringfuzzypopulation.,BMC Med Inform Decis Mak. 2024 Dec 30;24(1):413. doi: 10.1186/s12911-024-02834-3.,2024 Dec 30;24(1):413,2024,1,
39733793,Therapeutic potential of 2S-hesperidin against the hepatotoxic effects of dichlorvos in rats.,Food Chem Toxicol. 2025 Feb;196:115231. doi: 10.1016/j.fct.2024.115231. Epub 2024 Dec 27.,2025 Feb;196:115231,2025,1,
39733166,A novel development of optimized hybrid MPPT controller for fuel cell systems with high voltage transformation ratio DC-DC converter.,Sci Rep. 2024 Dec 28;14(1):31536. doi: 10.1038/s41598-024-83311-9.,2024 Dec 28;14(1):31536,2024,1,
39733153,A novelfuzzyassisted sliding mode control approach for frequency regulation of wind-supported autonomous microgrid.,Sci Rep. 2024 Dec 28;14(1):31526. doi: 10.1038/s41598-024-83202-z.,2024 Dec 28;14(1):31526,2024,1,
39732979,Sustainable rural development: differentiated paths to achieve rural revitalization with case of Western China.,Sci Rep. 2024 Dec 28;14(1):31507. doi: 10.1038/s41598-024-83339-x.,2024 Dec 28;14(1):31507,2024,1,
39732916,A weightedfuzzyinference method and application on wheel damage analysis.,Sci Rep. 2024 Dec 28;14(1):31351. doi: 10.1038/s41598-024-82792-y.,2024 Dec 28;14(1):31351,2024,1,
39732906,The analysis of urban collaborative governance in public health emergencies withfuzzytheory based on BP algorithm.,Sci Rep. 2024 Dec 28;14(1):31427. doi: 10.1038/s41598-024-82966-8.,2024 Dec 28;14(1):31427,2024,1,
39732779,Optimizedfuzzylogicand sliding mode control for stability and disturbance rejection in rotary inverted pendulum.,Sci Rep. 2024 Dec 28;14(1):31116. doi: 10.1038/s41598-024-82471-y.,2024 Dec 28;14(1):31116,2024,1,
39732050,Computer model for gait assessments in Parkinson's patients using afuzzyinference model and inertial sensors.,Artif Intell Med. 2025 Feb;160:103059. doi: 10.1016/j.artmed.2024.103059. Epub 2024 Dec 24.,2025 Feb;160:103059,2025,1,
39731921,An integratedfuzzyneural network model for surgical approach selection using double hierarchy linguistic information.,Comput Biol Med. 2025 Mar;186:109606. doi: 10.1016/j.compbiomed.2024.109606. Epub 2024 Dec 27.,2025 Mar;186:109606,2025,1,
39731673,Predictive modeling of diazinon residual concentration in soils contaminated with potentially toxic elements: a comparative study of machine learning approaches.,Biodegradation. 2024 Dec 28;36(1):11. doi: 10.1007/s10532-024-10108-y.,2024 Dec 28;36(1):11,2024,1,
39730888,A decision-making model for blasting risk assessment in mines using FBWM and GRA methods.,Sci Rep. 2024 Dec 28;14(1):30997. doi: 10.1038/s41598-024-82181-5.,2024 Dec 28;14(1):30997,2024,1,
39730749,Leveragingfuzzyembedded wavelet neural network with multi-criteria decision-making approach for coronary artery disease prediction using biomedical data.,Sci Rep. 2024 Dec 28;14(1):31087. doi: 10.1038/s41598-024-82019-0.,2024 Dec 28;14(1):31087,2024,1,
39730652,GPS/VIO integrated navigation system based on factor graph andfuzzylogic.,Sci Rep. 2024 Dec 28;14(1):30937. doi: 10.1038/s41598-024-81808-x.,2024 Dec 28;14(1):30937,2024,1,
39730644,Deep reinforcement learning andfuzzylogiccontroller codesign for energy management of hydrogen fuel cell powered electric vehicles.,Sci Rep. 2024 Dec 28;14(1):30917. doi: 10.1038/s41598-024-81769-1.,2024 Dec 28;14(1):30917,2024,1,
39730633,Multidimensional evaluation of seismic emergency capabilities in Chinese cities: the case of Changchun.,Sci Rep. 2024 Dec 28;14(1):30898. doi: 10.1038/s41598-024-81765-5.,2024 Dec 28;14(1):30898,2024,1,
39730608,FuzzyAPPSS: A novel method for quantifying COVID-19 impact in India under triangular sphericalfuzzyenvironment.,Sci Rep. 2024 Dec 28;14(1):30961. doi: 10.1038/s41598-024-82046-x.,2024 Dec 28;14(1):30961,2024,1,
39730552,An instructional emperor pigeon optimization (IEPO) based DeepEnrollNet for university student enrolment prediction and retention recommendation.,Sci Rep. 2024 Dec 28;14(1):30830. doi: 10.1038/s41598-024-81181-9.,2024 Dec 28;14(1):30830,2024,1,
39730500,Fused deposition modeling process parameter optimization on the development of graphene enhanced polyethylene terephthalate glycol.,Sci Rep. 2024 Dec 28;14(1):30744. doi: 10.1038/s41598-024-80376-4.,2024 Dec 28;14(1):30744,2024,1,
39730443,Modeling and analysis of dengue transmission infuzzy-fractional framework: a hybrid residual power series approach.,Sci Rep. 2024 Dec 28;14(1):30706. doi: 10.1038/s41598-024-79475-z.,2024 Dec 28;14(1):30706,2024,1,
39730372,A new gas lift allocation method in the IoT environment using a hybrid optimization algorithm.,Sci Rep. 2024 Dec 28;14(1):30657. doi: 10.1038/s41598-024-75387-0.,2024 Dec 28;14(1):30657,2024,1,
39730233,Fuzzymodelling and cost optimization of fault-tolerant system with service interruption.,ISA Trans. 2025 Feb;157:89-106. doi: 10.1016/j.isatra.2024.12.006. Epub 2024 Dec 9.,2025 Feb;157:89-106,2025,1,
39729485,Exploring pathways to digital transformation: fsQCA analysis based on the AMO framework.,PLoS One. 2024 Dec 27;19(12):e0315249. doi: 10.1371/journal.pone.0315249. eCollection 2024.,2024 Dec 27;19(12):e0315249,2024,1,
39729445,Configurations associated with the efficiency of the ophthalmology departments in public hospitals of Central South China.,PLoS One. 2024 Dec 27;19(12):e0315218. doi: 10.1371/journal.pone.0315218. eCollection 2024.,2024 Dec 27;19(12):e0315218,2024,1,
39727733,Research on Omnidirectional Gait Switching and Attitude Control in Hexapod Robots.,Biomimetics (Basel). 2024 Nov 29;9(12):729. doi: 10.3390/biomimetics9120729.,2024 Nov 29;9(12):729,2024,1,
39725956,Configurational paths to promoting children's agility and balance quality: based onfuzzy-set qualitative comparative analysis.,BMC Public Health. 2024 Dec 26;24(1):3588. doi: 10.1186/s12889-024-21051-1.,2024 Dec 26;24(1):3588,2024,1,
39725812,Noninvasive estimation of PaCO2from volumetric capnography in animals with injured lungs: an Artificial Intelligence approach.,J Clin Monit Comput. 2025 Apr;39(2):415-425. doi: 10.1007/s10877-024-01253-z. Epub 2024 Dec 26.,2025 Apr;39(2):415-425,2025,1,
39724252,Soil temperature estimation at different depths using machine learning paradigms based on meteorological data.,Environ Monit Assess. 2024 Dec 26;197(1):104. doi: 10.1007/s10661-024-13497-y.,2024 Dec 26;197(1):104,2024,1,
39721539,"Innovative multi-criteria risk assessment framework for unsanitary, closed landfills: Integrating thefuzzyanalytic hierarchy process with a weighted geometric mean approach.",Sci Total Environ. 2025 Jan 10;959:178245. doi: 10.1016/j.scitotenv.2024.178245. Epub 2024 Dec 24.,2025 Jan 10;959:178245,2025,1,
39719747,The nonlinear regression trees for retrieving missed data during sea-level measurement.,J Environ Manage. 2025 Jan;373:123804. doi: 10.1016/j.jenvman.2024.123804. Epub 2024 Dec 23.,2025 Jan;373:123804,2025,1,
39719468,Fair charging management of PHEVs in radial distribution networks with DG resources-a case study.,Sci Rep. 2024 Dec 24;14(1):30631. doi: 10.1038/s41598-024-81206-3.,2024 Dec 24;14(1):30631,2024,1,
39717591,"Novel versions of Holder's-Like and related inequalities with newly defined LP space, and their applications overfuzzydomain.",Heliyon. 2024 Nov 27;10(23):e40664. doi: 10.1016/j.heliyon.2024.e40664. eCollection 2024 Dec 15.,2024 Nov 27;10(23):e40664,2024,1,
39717569,Enhancing strategic decision-making in built asset management through BIM-Enabled asset information modelling (AIM) for public buildings in Ethiopia: Afuzzy-AHP analysis.,Heliyon. 2024 Nov 29;10(23):e40824. doi: 10.1016/j.heliyon.2024.e40824. eCollection 2024 Dec 15.,2024 Nov 29;10(23):e40824,2024,1,
39715686,CPARI: a novel approach combining cell partitioning with absolute and relative imputation to address dropout in single-cell RNA-seq data.,Brief Bioinform. 2024 Nov 22;26(1):bbae668. doi: 10.1093/bib/bbae668.,2024 Nov 22;26(1):bbae668,2024,1,
39715248,How can digitalization be used to develop community resilience in public health emergencies?: A qualitative comparative analysis from China.,PLoS One. 2024 Dec 23;19(12):e0315713. doi: 10.1371/journal.pone.0315713. eCollection 2024.,2024 Dec 23;19(12):e0315713,2024,1,
39715196,Assessing the effectiveness offuzzylogic-based models for predicting sports event outcomes: A CRITIC-VIKOR approach.,PLoS One. 2024 Dec 23;19(12):e0313913. doi: 10.1371/journal.pone.0313913. eCollection 2024.,2024 Dec 23;19(12):e0313913,2024,1,
39715184,"Association between cardiac autonomic regulation, visceral adipose tissue, cardiorespiratory fitness and ambient air pollution: 4HAIE study (Program-4).",PLoS One. 2024 Dec 23;19(12):e0315767. doi: 10.1371/journal.pone.0315767. eCollection 2024.,2024 Dec 23;19(12):e0315767,2024,1,
39711744,Service quality evaluation of integrated health and social care for older Chinese adults in residential settings based on factor analysis and machine learning.,Digit Health. 2024 Dec 19;10:20552076241305705. doi: 10.1177/20552076241305705. eCollection 2024 Jan-Dec.,2024 Dec 19;10:20552076241305705,2024,1,
39708501,Adaptive cascade decoders for segmenting challenging regions in medical images.,Comput Biol Med. 2025 Feb;185:109572. doi: 10.1016/j.compbiomed.2024.109572. Epub 2024 Dec 20.,2025 Feb;185:109572,2025,1,
39707582,Prevalence and risk factors of long covid and its associated adverse work outcomes among workers in the manufacturing sector in Malaysia - a mixed-methods study protocol.,J Health Popul Nutr. 2024 Nov 25;43(1):194. doi: 10.1186/s41043-024-00696-z.,2024 Nov 25;43(1):194,2024,1,
39707111,Adaptive Compression and Reconstruction for Multidimensional Medical Image Data: A Hybrid Algorithm for Enhanced Image Quality.,J Imaging Inform Med. 2025 Oct;38(5):3148-3167. doi: 10.1007/s10278-024-01353-x. Epub 2024 Dec 20.,2025 Oct;38(5):3148-3167,2025,1,
39705783,"Optimizing coastal groundwater quality predictions: A novel data mining framework with cross-validation, bootstrapping, and entropy analysis.",J Contam Hydrol. 2025 Feb;269:104480. doi: 10.1016/j.jconhyd.2024.104480. Epub 2024 Dec 10.,2025 Feb;269:104480,2025,1,
39705295,Dynamics of SARS-CoV-2 lineages in children and adults in 2021 and 2022.,PLoS One. 2024 Dec 20;19(12):e0316213. doi: 10.1371/journal.pone.0316213. eCollection 2024.,2024 Dec 20;19(12):e0316213,2024,1,
39705262,An in-depth examination of thefuzzyfractional cancer tumor model and its numerical solution by implicit finite difference method.,PLoS One. 2024 Dec 20;19(12):e0303891. doi: 10.1371/journal.pone.0303891. eCollection 2024.,2024 Dec 20;19(12):e0303891,2024,1,
39705071,Identification of Gender Differences in Acute Myocardial Infarction Presentation and Management at Aga Khan University Hospital-Pakistan: Natural Language Processing Application in a Dataset of Patients With Cardiovascular Disease.,JMIR Form Res. 2024 Dec 20;8:e42774. doi: 10.2196/42774.,2024 Dec 20;8:e42774,2024,1,
39700819,Rethinking the optimization objective for transferable adversarial examples from afuzzyperspective.,Neural Netw. 2025 Apr;184:107019. doi: 10.1016/j.neunet.2024.107019. Epub 2024 Dec 13.,2025 Apr;184:107019,2025,1,
39700235,Extended DEMATEL method with intuitionisticfuzzyinformation: A case of electric vehicles.,PLoS One. 2024 Dec 19;19(12):e0314650. doi: 10.1371/journal.pone.0314650. eCollection 2024.,2024 Dec 19;19(12):e0314650,2024,1,
39700193,Correction: An assessment of factors for the cruise port of call selection: The modifiedfuzzyAnalytic Hierarchy Process.,PLoS One. 2024 Dec 19;19(12):e0316284. doi: 10.1371/journal.pone.0316284. eCollection 2024.,2024 Dec 19;19(12):e0316284,2024,1,
39695649,An explainable analysis of diabetes mellitus using statistical and artificial intelligence techniques.,BMC Med Inform Decis Mak. 2024 Dec 18;24(1):383. doi: 10.1186/s12911-024-02810-x.,2024 Dec 18;24(1):383,2024,1,
39693390,An integrated machine learning approach delineates an entropic expansion mechanism for the binding of a small molecule to α-synuclein.,Elife. 2024 Dec 18;13:RP97709. doi: 10.7554/eLife.97709.,2024 Dec 18;13:RP97709,2024,1,
39692383,Signless Laplacian energy aware decision making for electric car batteries based on intuitionisticfuzzygraphs.,Sci Prog. 2024 Oct-Dec;107(4):368504241301813. doi: 10.1177/00368504241301813.,2024 Oct-Dec;107(4):368504241301813,2024,1,
39690172,A new verification approach for nowcasting based on intensity and spatial-temporal feature correction.,Sci Rep. 2024 Dec 17;14(1):30531. doi: 10.1038/s41598-024-82182-4.,2024 Dec 17;14(1):30531,2024,1,
39689994,"Retraction notice to ""Afuzzycognitive map approach to predict the hazardous effects of malathion to environment (air, water and soil)"" [Chemosphere 263 (2021) 127926].",Chemosphere. 2025 Feb;370:143833. doi: 10.1016/j.chemosphere.2024.143833. Epub 2024 Dec 16.,2025 Feb;370:143833,2025,1,
39687858,Prioritizing cybersecurity initiatives in aviation: A dematel-QSFS methodology.,Heliyon. 2024 Aug 2;10(16):e35487. doi: 10.1016/j.heliyon.2024.e35487. eCollection 2024 Aug 30.,2024 Aug 2;10(16):e35487,2024,1,
